Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00       8/16          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Signal, std::allocator<void>>(Signal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >) [795]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [818]
[657]    0.0    0.00    0.00      16         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::~__allocated_ptr() [657]
                0.00    0.00       8/8           std::__new_allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::deallocate(std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*, unsigned long) [805]
-----------------------------------------------
                0.00    0.00      16/16          std::_Vector_base<Connection, std::allocator<Connection> >::_Vector_impl::~_Vector_impl() [649]
[658]    0.0    0.00    0.00      16         std::__new_allocator<Connection>::~__new_allocator() [658]
-----------------------------------------------
                0.00    0.00       8/16          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Oscillator4, std::allocator<void>, Oscillator4::WAVEFORM>(Oscillator4*&, std::_Sp_alloc_shared_tag<std::allocator<void> >, Oscillator4::WAVEFORM&&) [58]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [814]
[659]    0.0    0.00    0.00      16         std::__new_allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [659]
-----------------------------------------------
                0.00    0.00       8/16          std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Signal, std::allocator<void>>(Signal*&, std::_Sp_alloc_shared_tag<std::allocator<void> >) [795]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [818]
[660]    0.0    0.00    0.00      16         std::__new_allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >::~__new_allocator() [660]
-----------------------------------------------
                0.00    0.00      16/16          std::unique_ptr<IBaseOsc, std::default_delete<IBaseOsc> >::get_deleter() [644]
[661]    0.0    0.00    0.00      16         std::__uniq_ptr_impl<IBaseOsc, std::default_delete<IBaseOsc> >::_M_deleter() [661]
                0.00    0.00      16/16          std::tuple_element<1ul, std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> > >::type& std::get<1ul, IBaseOsc*, std::default_delete<IBaseOsc> >(std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> >&) [676]
-----------------------------------------------
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<Oscillator4::WAVEFORM>(std::allocator<void>, Oscillator4::WAVEFORM&&) [59]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Sp_counted_ptr_inplace<>(std::allocator<void>) [821]
[662]    0.0    0.00    0.00      16         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_Sp_counted_base() [662]
-----------------------------------------------
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [817]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::~_Sp_counted_ptr_inplace() [822]
[663]    0.0    0.00    0.00      16         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::~_Sp_counted_base() [663]
-----------------------------------------------
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() <cycle 1> [815]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [814]
[664]    0.0    0.00    0.00      16         std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [664]
                0.00    0.00      16/32          std::_Sp_ebo_helper<0, std::allocator<void>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<void>, true>&) [594]
-----------------------------------------------
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_dispose() [819]
                0.00    0.00       8/16          std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_M_destroy() [818]
[665]    0.0    0.00    0.00      16         std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>::_Impl::_M_alloc() [665]
                0.00    0.00      16/32          std::_Sp_ebo_helper<0, std::allocator<void>, true>::_S_get(std::_Sp_ebo_helper<0, std::allocator<void>, true>&) [594]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<Connection, std::allocator<Connection> >::max_size() const [642]
[666]    0.0    0.00    0.00      16         std::vector<Connection, std::allocator<Connection> >::_S_max_size(std::allocator<Connection> const&) [666]
                0.00    0.00      16/24          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [619]
-----------------------------------------------
                0.00    0.00      16/16          void std::vector<Connection, std::allocator<Connection> >::_M_realloc_insert<Connection const&>(__gnu_cxx::__normal_iterator<Connection*, std::vector<Connection, std::allocator<Connection> > >, Connection const&) [828]
[667]    0.0    0.00    0.00      16         std::vector<Connection, std::allocator<Connection> >::_S_relocate(Connection*, Connection*, Connection*, std::allocator<Connection>&) [667]
                0.00    0.00      16/16          Connection* std::__relocate_a<Connection*, Connection*, std::allocator<Connection> >(Connection*, Connection*, Connection*, std::allocator<Connection>&) [673]
-----------------------------------------------
                0.00    0.00      16/16          Module::Module(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [735]
[668]    0.0    0.00    0.00      16         std::vector<Connection, std::allocator<Connection> >::vector() [668]
                0.00    0.00      16/16          std::_Vector_base<Connection, std::allocator<Connection> >::_Vector_base() [651]
-----------------------------------------------
                                  16             Module::~Module() <cycle 1> [736]
[669]    0.0    0.00    0.00      16         std::vector<Connection, std::allocator<Connection> >::~vector() <cycle 1> [669]
                0.00    0.00      16/32          std::_Vector_base<Connection, std::allocator<Connection> >::_M_get_Tp_allocator() [592]
                0.00    0.00      16/16          std::_Vector_base<Connection, std::allocator<Connection> >::~_Vector_base() [652]
                                  16             void std::_Destroy<Connection*>(Connection*, Connection*) <cycle 1> [679]
-----------------------------------------------
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [654]
[670]    0.0    0.00    0.00      16         std::allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Oscillator4, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [670]
-----------------------------------------------
                0.00    0.00      16/16          std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2>*) [656]
[671]    0.0    0.00    0.00      16         std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >* std::__addressof<std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Signal, std::allocator<void>, (__gnu_cxx::_Lock_policy)2> >&) [671]
-----------------------------------------------
                0.00    0.00      16/16          std::tuple_element<1ul, std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> > >::type& std::get<1ul, IBaseOsc*, std::default_delete<IBaseOsc> >(std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> >&) [676]
[672]    0.0    0.00    0.00      16         std::default_delete<IBaseOsc>& std::__get_helper<1ul, std::default_delete<IBaseOsc>>(std::_Tuple_impl<1ul, std::default_delete<IBaseOsc>>&) [672]
                0.00    0.00      16/16          std::_Tuple_impl<1ul, std::default_delete<IBaseOsc> >::_M_head(std::_Tuple_impl<1ul, std::default_delete<IBaseOsc> >&) [645]
-----------------------------------------------
                0.00    0.00      16/16          std::vector<Connection, std::allocator<Connection> >::_S_relocate(Connection*, Connection*, Connection*, std::allocator<Connection>&) [667]
[673]    0.0    0.00    0.00      16         Connection* std::__relocate_a<Connection*, Connection*, std::allocator<Connection> >(Connection*, Connection*, Connection*, std::allocator<Connection>&) [673]
                0.00    0.00      48/48          Connection* std::__niter_base<Connection*>(Connection*) [578]
                0.00    0.00      16/16          Connection* std::__relocate_a_1<Connection*, Connection*, std::allocator<Connection> >(Connection*, Connection*, Connection*, std::allocator<Connection>&) [674]
-----------------------------------------------
                0.00    0.00      16/16          Connection* std::__relocate_a<Connection*, Connection*, std::allocator<Connection> >(Connection*, Connection*, Connection*, std::allocator<Connection>&) [673]
[674]    0.0    0.00    0.00      16         Connection* std::__relocate_a_1<Connection*, Connection*, std::allocator<Connection> >(Connection*, Connection*, Connection*, std::allocator<Connection>&) [674]
-----------------------------------------------
                0.00    0.00      16/16          std::char_traits<char>::length(char const*) [646]
[675]    0.0    0.00    0.00      16         std::__is_constant_evaluated() [675]
-----------------------------------------------
                0.00    0.00      16/16          std::__uniq_ptr_impl<IBaseOsc, std::default_delete<IBaseOsc> >::_M_deleter() [661]
[676]    0.0    0.00    0.00      16         std::tuple_element<1ul, std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> > >::type& std::get<1ul, IBaseOsc*, std::default_delete<IBaseOsc> >(std::tuple<IBaseOsc*, std::default_delete<IBaseOsc> >&) [676]
                0.00    0.00      16/16          std::default_delete<IBaseOsc>& std::__get_helper<1ul, std::default_delete<IBaseOsc>>(std::_Tuple_impl<1ul, std::default_delete<IBaseOsc>>&) [672]
-----------------------------------------------
                0.00    0.00       8/16          std::unique_ptr<IBaseOsc, std::default_delete<IBaseOsc> >::~unique_ptr() [772]
                0.00    0.00       8/16          std::unique_ptr<IBaseOsc, std::default_delete<IBaseOsc> >::reset(IBaseOsc*) [770]
[677]    0.0    0.00    0.00      16         std::remove_reference<IBaseOsc*&>::type&& std::move<IBaseOsc*&>(IBaseOsc*&) [677]
-----------------------------------------------
                0.00    0.00      16/16          std::__detail::_MakeUniq<SmoothOsc<gam::Sine<float, gam::DomainObserver> > >::__single_object std::make_unique<SmoothOsc<gam::Sine<float, gam::DomainObserver> >, float&, float&>(float&, float&) [64]
[678]    0.0    0.00    0.00      16         float& std::forward<float&>(std::remove_reference<float&>::type&) [678]
-----------------------------------------------
                                  16             std::vector<Connection, std::allocator<Connection> >::~vector() <cycle 1> [669]
[679]    0.0    0.00    0.00      16         void std::_Destroy<Connection*>(Connection*, Connection*) <cycle 1> [679]
                                  16             void std::_Destroy_aux<false>::__destroy<Connection*>(Connection*, Connection*) <cycle 1> [647]
-----------------------------------------------
                0.00    0.00       7/15          ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
                0.00    0.00       8/15          ImGuiWindowSettings::ImGuiWindowSettings() [888]
[680]    0.0    0.00    0.00      15         ImVec2ih::ImVec2ih() [680]
-----------------------------------------------
                0.00    0.00       1/15          ImFontAtlas::GetCustomRectByIndex(int) [1044]
                0.00    0.00       2/15          ImFontAtlasBuildFinish(ImFontAtlas*) [187]
                0.00    0.00      12/15          ImFontAtlasBuildPackCustomRects(ImFontAtlas*, void*) [1011]
[681]    0.0    0.00    0.00      15         ImVector<ImFontAtlasCustomRect>::operator[](int) [681]
-----------------------------------------------
                0.00    0.00      15/15          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [825]
[682]    0.0    0.00    0.00      15         std::_Rb_tree_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >::operator*() const [682]
                0.00    0.00      15/17          std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >::_M_valptr() [636]
-----------------------------------------------
                0.00    0.00      14/14          ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [2439]
[683]    0.0    0.00    0.00      14         WindowSettingsHandler_ReadLine(ImGuiContext*, ImGuiSettingsHandler*, void*, char const*) [683]
                0.00    0.00      17/17          ImVec2ih::ImVec2ih(short, short) [633]
-----------------------------------------------
                0.00    0.00      14/14          WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [1035]
[684]    0.0    0.00    0.00      14         ImGuiTextBuffer::append(char const*, char const*) [684]
                0.00    0.00      16/41          ImVector<char>::operator[](int) [582]
                0.00    0.00      14/54          ImVector<char>::resize(int) [574]
-----------------------------------------------
                0.00    0.00       1/14          ImGui::Shutdown() [1090]
                0.00    0.00      13/14          ImDrawListSplitter::ClearFreeMemory() [691]
[685]    0.0    0.00    0.00      14         ImVector<ImDrawChannel>::clear() [685]
-----------------------------------------------
                0.00    0.00       7/14          std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [825]
                0.00    0.00       7/14          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_lower_bound(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*, std::_Rb_tree_node_base*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [839]
[686]    0.0    0.00    0.00      14         std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [686]
                0.00    0.00      14/14          bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [689]
-----------------------------------------------
                0.00    0.00       7/14          void std::__relocate_object_a<std::shared_ptr<Module>, std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >(std::shared_ptr<Module>*, std::shared_ptr<Module>*, std::allocator<std::shared_ptr<Module> >&) [884]
                0.00    0.00       7/14          std::shared_ptr<Module>::shared_ptr(std::shared_ptr<Module>&&) [882]
[687]    0.0    0.00    0.00      14         std::remove_reference<std::shared_ptr<Module>&>::type&& std::move<std::shared_ptr<Module>&>(std::shared_ptr<Module>&) [687]
-----------------------------------------------
                0.00    0.00      14/14          void std::__relocate_object_a<std::shared_ptr<Module>, std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >(std::shared_ptr<Module>*, std::shared_ptr<Module>*, std::allocator<std::shared_ptr<Module> >&) [884]
[688]    0.0    0.00    0.00      14         std::shared_ptr<Module>&& std::forward<std::shared_ptr<Module> >(std::remove_reference<std::shared_ptr<Module> >::type&) [688]
-----------------------------------------------
                0.00    0.00      14/14          std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [686]
[689]    0.0    0.00    0.00      14         bool std::operator< <char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [689]
-----------------------------------------------
                0.00    0.00      13/13          ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [2439]
[690]    0.0    0.00    0.00      13         ImStrchrRange(char const*, char const*, char) [690]
-----------------------------------------------
                0.00    0.00       5/13          ImDrawListSplitter::~ImDrawListSplitter() [920]
                0.00    0.00       8/13          ImDrawList::_ClearFreeMemory() [901]
[691]    0.0    0.00    0.00      13         ImDrawListSplitter::ClearFreeMemory() [691]
                0.00    0.00      13/14          ImVector<ImDrawChannel>::clear() [685]
-----------------------------------------------
                0.00    0.00       2/13          ImFont::~ImFont() [1094]
                0.00    0.00      11/13          ImGuiWindowTempData::~ImGuiWindowTempData() [872]
[692]    0.0    0.00    0.00      13         ImVector<float>::~ImVector() [692]
-----------------------------------------------
                0.00    0.00       4/12          std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_check_len(unsigned long, char const*) const [192]
                0.00    0.00       8/12          std::vector<Connection, std::allocator<Connection> >::_M_check_len(unsigned long, char const*) const [756]
[693]    0.0    0.00    0.00      12         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [693]
-----------------------------------------------
                0.00    0.00       3/11          ImGui::FindWindowSettingsByWindow(ImGuiWindow*) [695]
                0.00    0.00       8/11          WindowSettingsHandler_ReadOpen(ImGuiContext*, ImGuiSettingsHandler*, char const*) [900]
[694]    0.0    0.00    0.00      11         ImGui::FindWindowSettingsByID(unsigned int) [694]
                0.00    0.00      58/70          ImChunkStream<ImGuiWindowSettings>::next_chunk(ImGuiWindowSettings*) [568]
                0.00    0.00       5/90          ImChunkStream<ImGuiWindowSettings>::begin() [563]
-----------------------------------------------
                0.00    0.00       3/11          CreateNewWindow(char const*, int) [90]
                0.00    0.00       8/11          WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [1035]
[695]    0.0    0.00    0.00      11         ImGui::FindWindowSettingsByWindow(ImGuiWindow*) [695]
                0.00    0.00       7/7           ImChunkStream<ImGuiWindowSettings>::ptr_from_offset(int) [871]
                0.00    0.00       3/11          ImGui::FindWindowSettingsByID(unsigned int) [694]
-----------------------------------------------
                0.00    0.00       1/11          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1247]
                0.00    0.00       1/11          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1246]
                0.00    0.00       1/11          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_insert_node(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*) [1242]
                0.00    0.00       8/11          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::lower_bound(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [838]
[696]    0.0    0.00    0.00      11         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_end() [696]
-----------------------------------------------
                0.00    0.00       1/10          ImPool<ImGuiTable>::~ImPool() [1096]
                0.00    0.00       1/10          ImGuiContext::~ImGuiContext() [1052]
                0.00    0.00       8/10          ImGuiWindow::~ImGuiWindow() [870]
[697]    0.0    0.00    0.00      10         ImGuiStorage::~ImGuiStorage() [697]
                0.00    0.00       8/8           ImVector<ImGuiStorage::ImGuiStoragePair>::~ImVector() [744]
-----------------------------------------------
                0.00    0.00      10/10          ImGuiWindowTempData::ImGuiWindowTempData() [97]
[698]    0.0    0.00    0.00      10         ImVec1::ImVec1() [698]
-----------------------------------------------
                0.00    0.00      10/10          WindowSettingsHandler_WriteAll(ImGuiContext*, ImGuiSettingsHandler*, ImGuiTextBuffer*) [1035]
[699]    0.0    0.00    0.00      10         ImVec2ih::ImVec2ih(ImVec2 const&) [699]
-----------------------------------------------
                0.00    0.00       1/10          ImGui::SaveIniSettingsToMemory(unsigned long*) [2414]
                0.00    0.00       2/10          ImGui::LoadIniSettingsFromMemory(char const*, unsigned long) [2439]
                0.00    0.00       7/10          ImGui::FindSettingsHandler(char const*) [873]
[700]    0.0    0.00    0.00      10         ImVector<ImGuiSettingsHandler>::begin() [700]
-----------------------------------------------
                0.00    0.00       3/10          ImGuiContext::~ImGuiContext() [1052]
                0.00    0.00       7/10          ImGuiWindowTempData::~ImGuiWindowTempData() [872]
[701]    0.0    0.00    0.00      10         ImVector<ImGuiWindow*>::~ImVector() [701]
-----------------------------------------------
                0.00    0.00       1/10          ImGuiInputTextDeactivatedState::ImGuiInputTextDeactivatedState() [1080]
                0.00    0.00       1/10          ImChunkStream<ImGuiWindowSettings>::ImChunkStream() [1057]
                0.00    0.00       1/10          ImChunkStream<ImGuiTableSettings>::ImChunkStream() [1055]
                0.00    0.00       2/10          ImGuiInputTextState::ImGuiInputTextState() [1071]
                0.00    0.00       2/10          ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       3/10          ImGuiTextBuffer::ImGuiTextBuffer() [942]
[702]    0.0    0.00    0.00      10         ImVector<char>::ImVector() [702]
-----------------------------------------------
                0.00    0.00       1/10          ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       2/10          ImFont::ImFont() [975]
                0.00    0.00       7/10          ImGuiWindowTempData::ImGuiWindowTempData() [97]
[703]    0.0    0.00    0.00      10         ImVector<float>::ImVector() [703]
-----------------------------------------------
                0.00    0.00      10/10          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_begin() [705]
[704]    0.0    0.00    0.00      10         std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_mbegin() const [704]
-----------------------------------------------
                0.00    0.00       1/10          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::~_Rb_tree() [1252]
                0.00    0.00       1/10          std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [1246]
