Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       7/15          ImVec2ih::ImVec2ih() [680]
                0.00    0.00       6/15226       ImHashStr(char const*, unsigned long, unsigned int) [305]
                0.00    0.00       4/5           ImVector<unsigned int>::ImVector() [913]
                0.00    0.00       4/4           ImVector<ImGuiOldColumns>::ImVector() [926]
                0.00    0.00       4/4           ImStrdup(char const*) [916]
                0.00    0.00       4/289         ImVector<unsigned int>::push_back(unsigned int const&) [495]
                0.00    0.00       3/6           ImGuiStorage::ImGuiStorage() [886]
                0.00    0.00       3/3           ImDrawList::ImDrawList(ImDrawListSharedData*) [937]
                0.00    0.00       3/10269       ImGuiWindow::GetID(char const*, char const*) [317]
-----------------------------------------------
                0.00    0.00       4/1054582     void std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::_M_realloc_insert<std::shared_ptr<Module> const&>(__gnu_cxx::__normal_iterator<std::shared_ptr<Module>*, std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > > >, std::shared_ptr<Module> const&) [81]
                0.00    0.00     232/1054582     Synth::renderModulesUI() [30]
                0.00    0.00  527099/1054582     Synth::processAudio() [4]
                0.00    0.00  527247/1054582     Synth::generate() [3]
[92]     0.3    0.00    0.00 1054582         std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::begin() [92]
                0.00    0.00 1054149/2108240     __gnu_cxx::__normal_iterator<std::shared_ptr<Module>*, std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > > >::__normal_iterator(std::shared_ptr<Module>* const&) [83]
-----------------------------------------------
                0.00    0.00       4/1054289     std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::push_back(std::shared_ptr<Module> const&) [80]
                0.00    0.00     245/1054289     Synth::renderModulesUI() [30]
                0.00    0.00  526975/1054289     Synth::generate() [3]
                0.00    0.00  527065/1054289     Synth::processAudio() [4]
[93]     0.3    0.00    0.00 1054289         std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > >::end() [93]
                0.00    0.00 1054091/2108240     __gnu_cxx::__normal_iterator<std::shared_ptr<Module>*, std::vector<std::shared_ptr<Module>, std::allocator<std::shared_ptr<Module> > > >::__normal_iterator(std::shared_ptr<Module>* const&) [83]
-----------------------------------------------
                0.00    0.00    2095/2095        ImGui::Begin(char const*, bool*, int) [76]
[94]     0.2    0.00    0.00    2095         ImGui::RenderWindowTitleBarContents(ImGuiWindow*, ImRect const&, char const*, bool*) [94]
                0.00    0.00    2120/7753        ImGui::RenderTextClipped(ImVec2 const&, ImVec2 const&, char const*, char const*, ImVec2 const*, ImVec2 const&, ImRect const*) [78]
                0.00    0.00    2580/2580        ImGui::CollapseButton(unsigned int, ImVec2 const&) [106]
                0.00    0.00    4164/19891       ImRect::ImRect(float, float, float, float) [102]
                0.00    0.00    4335/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00    2626/20865       operator+(ImVec2 const&, ImVec2 const&) [113]
                0.00    0.00    1991/15771       ImGui::CalcTextSize(char const*, char const*, bool, float) [166]
                0.00    0.00    2063/6403        float ImMin<float>(float, float) [330]
                0.00    0.00    1939/10269       ImGuiWindow::GetID(char const*, char const*) [317]
-----------------------------------------------
                0.00    0.00       1/1           main [19]
[95]     0.2    0.00    0.00       1         ImGui::CreateContext(ImFontAtlas*) [95]
                0.00    0.00       1/1           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       1/1           ImGui::Initialize() [108]
                0.00    0.00       1/1421        ImGui::GetCurrentContext() [438]
                0.00    0.00       1/625         ImGui::MemAlloc(unsigned long) [460]
                0.00    0.00       1/9           operator new(unsigned long, ImNewWrapper, void*) [722]
                0.00    0.00       1/2           ImGui::SetCurrentContext(ImGuiContext*) [971]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [95]
[96]     0.2    0.00    0.00       1         ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       1/1           ImGuiStyle::ImGuiStyle() [101]
                0.00    0.00       8/134         ImVec2::ImVec2() [85]
                0.00    0.00       1/1           ImGuiNextWindowData::ImGuiNextWindowData() [122]
                0.00    0.00       1/1           ImGuiIO::ImGuiIO() [125]
                0.00    0.00       1/1           ImGuiComboPreviewData::ImGuiComboPreviewData() [137]
                0.00    0.00       2/2           ImGuiPlatformImeData::ImGuiPlatformImeData() [145]
                0.00    0.00       1/1           ImFontAtlas::ImFontAtlas() [147]
                0.00    0.00       1/1           ImDrawListSharedData::ImDrawListSharedData() [160]
                0.00    0.00       5/5           ImGuiNavItemData::ImGuiNavItemData() [194]
                0.00    0.00       5/8261        ImRect::ImRect() [118]
                0.00    0.00       1/2200        ImGuiLastItemData::ImGuiLastItemData() [119]
                0.00    0.00       3/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00     154/154         ImGuiKeyOwnerData::ImGuiKeyOwnerData() [553]
                0.00    0.00       3/9           ImVector<ImGuiWindow*>::ImVector() [717]
                0.00    0.00       3/3           ImGuiTextBuffer::ImGuiTextBuffer() [942]
                0.00    0.00       2/2           ImVector<ImGuiInputEvent>::ImVector() [988]
                0.00    0.00       2/2           ImVector<ImGuiFocusScopeData>::ImVector() [989]
                0.00    0.00       2/2           ImVector<ImGuiPopupData>::ImVector() [986]
                0.00    0.00       2/6576        ImVec4::ImVec4() [327]
                0.00    0.00       2/10          ImVector<char>::ImVector() [702]
                0.00    0.00       1/1           ImVector<ImGuiWindowStackData>::ImVector() [1153]
                0.00    0.00       1/6           ImGuiStorage::ImGuiStorage() [886]
                0.00    0.00       1/1           ImBitArray<154, -512>::ImBitArray() [1041]
                0.00    0.00       1/1           ImGuiKeyRoutingTable::ImGuiKeyRoutingTable() [1075]
                0.00    0.00       1/1           ImGuiNextItemData::ImGuiNextItemData() [1065]
                0.00    0.00       1/1           ImVector<ImGuiColorMod>::ImVector() [1113]
                0.00    0.00       1/1           ImVector<ImGuiStyleMod>::ImVector() [1114]
                0.00    0.00       1/2           ImVector<ImFont*>::ImVector() [998]
                0.00    0.00       1/2           ImVector<int>::ImVector() [1000]
                0.00    0.00       1/1           ImVector<ImGuiGroupData>::ImVector() [1115]
                0.00    0.00       1/1           ImVector<ImGuiNavTreeNodeData>::ImVector() [1146]
                0.00    0.00       1/1           ImVector<ImGuiViewportP*>::ImVector() [1164]
                0.00    0.00       1/1           ImGuiPayload::ImGuiPayload() [1054]
                0.00    0.00       1/1           ImVector<unsigned char>::ImVector() [1177]
                0.00    0.00       1/1           ImVector<ImGuiListClipperData>::ImVector() [1145]
                0.00    0.00       1/1           ImVector<ImGuiTableTempData>::ImVector() [1138]
                0.00    0.00       1/1           ImPool<ImGuiTable>::ImPool() [1095]
                0.00    0.00       1/10          ImVector<float>::ImVector() [703]
                0.00    0.00       1/4           ImVector<ImDrawChannel>::ImVector() [925]
                0.00    0.00       1/1           ImPool<ImGuiTabBar>::ImPool() [1098]
                0.00    0.00       1/1           ImVector<ImGuiPtrOrIndex>::ImVector() [1119]
                0.00    0.00       1/1           ImVector<ImGuiShrinkWidthItem>::ImVector() [1151]
                0.00    0.00       1/1           ImGuiInputTextState::ImGuiInputTextState() [1071]
                0.00    0.00       1/1           ImGuiInputTextDeactivatedState::ImGuiInputTextDeactivatedState() [1080]
                0.00    0.00       1/2           ImFont::ImFont() [975]
                0.00    0.00       1/5           ImVector<unsigned int>::ImVector() [913]
                0.00    0.00       1/1           ImGuiTypingSelectState::ImGuiTypingSelectState() [1077]
                0.00    0.00       1/1           ImVector<ImGuiSettingsHandler>::ImVector() [1149]
                0.00    0.00       1/1           ImChunkStream<ImGuiWindowSettings>::ImChunkStream() [1057]
                0.00    0.00       1/1           ImChunkStream<ImGuiTableSettings>::ImChunkStream() [1055]
                0.00    0.00       1/1           ImVector<ImGuiContextHook>::ImVector() [1121]
                0.00    0.00       1/1           ImGuiTextIndex::ImGuiTextIndex() [1059]
                0.00    0.00       1/1           ImGuiMetricsConfig::ImGuiMetricsConfig() [1068]
                0.00    0.00       1/1           ImGuiIDStackTool::ImGuiIDStackTool() [1061]
                0.00    0.00       1/1           ImGuiDebugAllocInfo::ImGuiDebugAllocInfo() [1069]
                0.00    0.00       1/625         ImGui::MemAlloc(unsigned long) [460]
                0.00    0.00       1/9           operator new(unsigned long, ImNewWrapper, void*) [722]
-----------------------------------------------
                0.00    0.00       3/3           ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
[97]     0.1    0.00    0.00       3         ImGuiWindowTempData::ImGuiWindowTempData() [97]
                0.00    0.00      31/134         ImVec2::ImVec2() [85]
                0.00    0.00      10/10          ImVec1::ImVec1() [698]
                0.00    0.00       7/10          ImVector<float>::ImVector() [703]
                0.00    0.00       6/9           ImVector<ImGuiWindow*>::ImVector() [717]
                0.00    0.00       2/2           ImGuiMenuColumns::ImGuiMenuColumns() [967]
-----------------------------------------------
                0.00    0.00     295/295         main [19]
[98]     0.1    0.00    0.00     295         ImGui::NewFrame() [98]
                0.00    0.00     254/2136        ImGui::Begin(char const*, bool*, int) [76]
                0.00    0.00     284/284         ImGui::UpdateViewportsNewFrame() [169]
                0.00    0.00     252/252         ImGui::NavUpdate() [171]
                0.00    0.00     255/255         ImGui::UpdateMouseInputs() [175]
                0.00    0.00     246/2271        ImGuiViewportP::GetMainRect() const [149]
                0.00    0.00     308/308         ImGui::UpdateHoveredWindowAndCaptureFlags() [180]
                0.00    0.00     245/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00     237/237         ImGui::UpdateInputEvents(bool) [190]
                0.00    0.00     561/1544        ImGui::CallContextHooks(ImGuiContext*, ImGuiContextHookType) [434]
                0.00    0.00     489/1274        ImVector<ImGuiViewportP*>::begin() [440]
                0.00    0.00     485/1178        ImVector<ImGuiViewportP*>::end() [443]
                0.00    0.00     312/312         ImGui::UpdateSettings() [481]
                0.00    0.00     302/302         ImGui::UpdateMouseMovingWindowNewFrame() [488]
                0.00    0.00     301/301         ImGui::UpdateKeyboardInputs() [489]
                0.00    0.00     300/300         ImVector<ImGuiTableTempData>::begin() [490]
                0.00    0.00     281/2277        ImVector<unsigned int>::resize(int) [380]
                0.00    0.00     273/2843        ImVector<ImGuiWindow*>::begin() [366]
                0.00    0.00     271/271         ImGui::UpdateMouseWheel() [501]
                0.00    0.00     270/270         ImGui::UpdateDebugToolFlashStyleColor() [503]
                0.00    0.00     270/270         ImGui::SetNextWindowSize(ImVec2 const&, int) [502]
                0.00    0.00     266/266         ImGui::GetDefaultFont() [507]
                0.00    0.00     265/265         ImGui::SetCurrentFont(ImFont*) [509]
                0.00    0.00     257/257         int ImMin<int>(int, int) [516]
                0.00    0.00     257/257         ImDrawListSharedData::SetCircleTessellationMaxError(float) [517]
                0.00    0.00     256/256         ImVector<int>::resize(int) [519]
                0.00    0.00     248/98110       float ImMax<float>(float, float) [285]
                0.00    0.00     247/715         ImGui::GetTopMostPopupModal() [452]
                0.00    0.00     246/246         ImGui::UpdateDebugToolItemPicker() [527]
                0.00    0.00     246/246         ImGui::UpdateDebugToolStackQueries() [528]
                0.00    0.00     240/240         ImVector<ImGuiPopupData>::resize(int) [530]
                0.00    0.00     239/484         ImRect::Add(ImRect const&) [472]
                0.00    0.00     238/238         ImVector<ImGuiWindowStackData>::resize(int) [533]
                0.00    0.00     238/461         ImVector<int>::push_back(int const&) [477]
                0.00    0.00     237/237         ImRect::ToVec4() const [535]
                0.00    0.00     235/2851        ImVector<ImGuiWindow*>::end() [365]
                0.00    0.00     235/235         ImVector<ImGuiTableTempData>::end() [536]
                0.00    0.00     233/233         ImGui::ErrorCheckNewFrameSanityChecks() [537]
                0.00    0.00     232/232         ImVector<ImGuiGroupData>::resize(int) [538]
                0.00    0.00     227/453         ImFont::IsLoaded() const [478]
                0.00    0.00     219/468         ImVector<ImGuiInputEvent>::resize(int) [475]
-----------------------------------------------
                0.00    0.00    1735/3925        ImGui::BeginCombo(char const*, char const*, int) [88]
                0.00    0.00    2190/3925        ImGui::CollapseButton(unsigned int, ImVec2 const&) [106]
[99]     0.1    0.00    0.00    3925         ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [99]
                0.00    0.00   15499/18437       operator+(ImVec2 const&, ImVec2 const&) [117]
                0.00    0.00   14892/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00   11582/13427       operator*(ImVec2 const&, float) [124]
                0.00    0.00    3825/3825        ImDrawList::AddTriangleFilled(ImVec2 const&, ImVec2 const&, ImVec2 const&, unsigned int) [358]
-----------------------------------------------
                0.00    0.00    2276/2276        ImGui::Begin(char const*, bool*, int) [76]
[100]    0.1    0.00    0.00    2276         ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [100]
                0.00    0.00    2525/2525        ImGui::RenderWindowOuterBorders(ImGuiWindow*) [111]
                0.00    0.00    4217/17823       ImDrawList::AddRectFilled(ImVec2 const&, ImVec2 const&, unsigned int, float, int) [104]
                0.00    0.00    4961/20865       operator+(ImVec2 const&, ImVec2 const&) [113]
                0.00    0.00    2818/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00     443/443         operator*(ImVec2 const&, ImVec2 const&) [176]
                0.00    0.00     220/682         ImLerp(ImVec2 const&, ImVec2 const&, ImVec2 const&) [172]
                0.00    0.00    4627/44842       ImGui::GetColorU32(int, float) [286]
                0.00    0.00    2163/14608       ImGuiWindow::TitleBarHeight() const [308]
                0.00    0.00    2068/2068        GetWindowBgColorIdx(ImGuiWindow*) [421]
                0.00    0.00     446/21207       ImDrawList::PathLineTo(ImVec2 const&) [299]
                0.00    0.00     228/228         ImDrawList::PathArcToFast(ImVec2 const&, float, int, int) [543]
                0.00    0.00     207/4240        ImDrawList::PathFillConvex(unsigned int) [346]
-----------------------------------------------
                0.00    0.00       1/1           ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
[101]    0.1    0.00    0.00       1         ImGuiStyle::ImGuiStyle() [101]
                0.00    0.00      14/134         ImVec2::ImVec2() [85]
                0.00    0.00      14/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00       1/1           ImGui::StyleColorsDark(ImGuiStyle*) [1085]
-----------------------------------------------
                0.00    0.00     226/19891       ImGui::WindowRectRelToAbs(ImGuiWindow*, ImRect const&) [181]
                0.00    0.00     230/19891       ImGui::NavUpdateCreateMoveRequest() [170]
                0.00    0.00     239/19891       ImGui::WindowRectAbsToRel(ImGuiWindow*, ImRect const&) [178]
                0.00    0.00     913/19891       GetResizeBorderRect(ImGuiWindow*, int, float, float) [158]
                0.00    0.00    2173/19891       ImGuiViewportP::GetWorkRect() const [155]
                0.00    0.00    2317/19891       ImGui::Begin(char const*, bool*, int) [76]
                0.00    0.00    2342/19891       ImGuiViewportP::GetMainRect() const [149]
                0.00    0.00    3194/19891       ImGuiWindow::Rect() const [141]
                0.00    0.00    4093/19891       bool ImGui::SliderBehaviorT<float, float, float>(ImRect const&, unsigned int, int, float*, float, float, char const*, int, ImRect*) [52]
                0.00    0.00    4164/19891       ImGui::RenderWindowTitleBarContents(ImGuiWindow*, ImRect const&, char const*, bool*) [94]
[102]    0.1    0.00    0.00   19891         ImRect::ImRect(float, float, float, float) [102]
                0.00    0.00   37679/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00     301/2178        main [19]
                0.00    0.00    1877/2178        SmoothOsc<gam::Sine<float, gam::DomainObserver> >::renderUI() [43]
[103]    0.0    0.00    0.00    2178         ImGui::Checkbox(char const*, bool*) [103]
                0.00    0.00     204/5463        ImGui::RenderText(ImVec2, char const*, char const*, bool) [86]
                0.00    0.00    6519/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00    4477/20048       operator+(ImVec2 const&, ImVec2 const&) [115]
                0.00    0.00    2211/6045        ImGui::RenderFrame(ImVec2, ImVec2, unsigned int, bool, float) [127]
                0.00    0.00    2067/11266       ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [116]
                0.00    0.00    2077/7652        ImGui::ItemSize(ImRect const&, float) [135]
                0.00    0.00     216/216         ImGui::RenderCheckMark(ImDrawList*, ImVec2, unsigned int, float) [167]
                0.00    0.00    2468/15771       ImGui::CalcTextSize(char const*, char const*, bool, float) [166]
                0.00    0.00    4540/44842       ImGui::GetColorU32(int, float) [286]
                0.00    0.00    3989/36844       ImRect::ImRect(ImVec2 const&, ImVec2 const&) [291]
                0.00    0.00    2151/10269       ImGuiWindow::GetID(char const*, char const*) [317]
                0.00    0.00    2140/21740       ImGui::GetCurrentWindow() [298]
                0.00    0.00    2092/4209        ImGui::GetFrameHeight() [347]
                0.00    0.00    2079/7947        ImGui::RenderNavHighlight(ImRect const&, unsigned int, int) [321]
                0.00    0.00    2072/7355        ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [323]
                0.00    0.00     269/2291        float ImMax<float>(float, float) [379]
-----------------------------------------------
                0.00    0.00    3709/17823       ImGui::BeginCombo(char const*, char const*, int) [88]
                0.00    0.00    4126/17823       ImGui::SliderScalar(char const*, int, void*, void const*, void const*, char const*, int) [42]
                0.00    0.00    4217/17823       ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [100]
                0.00    0.00    5771/17823       ImGui::RenderFrame(ImVec2, ImVec2, unsigned int, bool, float) [127]
[104]    0.0    0.00    0.00   17823         ImDrawList::AddRectFilled(ImVec2 const&, ImVec2 const&, unsigned int, float, int) [104]
                0.00    0.00   17686/17686       ImDrawList::PrimRect(ImVec2 const&, ImVec2 const&, unsigned int) [105]
                0.00    0.00   17158/37328       ImDrawList::PrimReserve(int, int) [290]
-----------------------------------------------
                0.00    0.00   17686/17686       ImDrawList::AddRectFilled(ImVec2 const&, ImVec2 const&, unsigned int, float, int) [104]
[105]    0.0    0.00    0.00   17686         ImDrawList::PrimRect(ImVec2 const&, ImVec2 const&, unsigned int) [105]
                0.00    0.00   34899/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00    2580/2580        ImGui::RenderWindowTitleBarContents(ImGuiWindow*, ImRect const&, char const*, bool*) [94]
[106]    0.0    0.00    0.00    2580         ImGui::CollapseButton(unsigned int, ImVec2 const&) [106]
                0.00    0.00    2190/3925        ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [99]
                0.00    0.00    2028/11266       ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [116]
                0.00    0.00    2078/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00    2061/20048       operator+(ImVec2 const&, ImVec2 const&) [115]
                0.00    0.00    4379/44842       ImGui::GetColorU32(int, float) [286]
                0.00    0.00    2666/2666        ImGui::IsItemActive() [369]
                0.00    0.00    2029/7355        ImGui::ButtonBehavior(ImRect const&, unsigned int, bool*, bool*, int) [323]
                0.00    0.00    1969/36844       ImRect::ImRect(ImVec2 const&, ImVec2 const&) [291]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::Initialize() [108]
[107]    0.0    0.00    0.00       1         ImGuiViewportP::ImGuiViewportP() [107]
                0.00    0.00       4/134         ImVec2::ImVec2() [85]
                0.00    0.00       1/1           ImGuiViewport::ImGuiViewport() [128]
                0.00    0.00       1/1           ImDrawData::ImDrawData() [138]
                0.00    0.00       1/1           ImDrawDataBuilder::ImDrawDataBuilder() [1063]
-----------------------------------------------
                0.00    0.00       1/1           ImGui::CreateContext(ImFontAtlas*) [95]
[108]    0.0    0.00    0.00       1         ImGui::Initialize() [108]
                0.00    0.00       1/1           ImGuiViewportP::ImGuiViewportP() [107]
                0.00    0.00      64/64          ImBitArray<154, -512>::SetBit(int) [569]
                0.00    0.00       1/2           ImGuiSettingsHandler::ImGuiSettingsHandler() [968]
                0.00    0.00       1/15226       ImHashStr(char const*, unsigned long, unsigned int) [305]
                0.00    0.00       1/1           ImGui::TableSettingsAddSettingsHandler() [1089]
                0.00    0.00       1/2           ImGui::AddSettingsHandler(ImGuiSettingsHandler const*) [972]
                0.00    0.00       1/1           ImGui::LocalizeRegisterEntries(ImGuiLocEntry const*, int) [1088]
                0.00    0.00       1/625         ImGui::MemAlloc(unsigned long) [460]
                0.00    0.00       1/9           operator new(unsigned long, ImNewWrapper, void*) [722]
                0.00    0.00       1/1           ImVector<ImGuiViewportP*>::push_back(ImGuiViewportP* const&) [1163]
                0.00    0.00       1/1           ImVector<char>::resize(int, char const&) [1173]
-----------------------------------------------
                0.00    0.00    2096/13339       ImGui::Begin(char const*, bool*, int) [76]
                0.00    0.00   11243/13339       ImGui::IsMouseHoveringRect(ImVec2 const&, ImVec2 const&, bool) [110]
[109]    0.0    0.00    0.00   13339         ImRect::ClipWith(ImRect const&) [109]
                0.00    0.00   13511/19717       ImMax(ImVec2 const&, ImVec2 const&) [112]
                0.00    0.00   12771/12771       ImMin(ImVec2 const&, ImVec2 const&) [126]
-----------------------------------------------
                0.00    0.00    2254/13361       ImGui::Begin(char const*, bool*, int) [76]
                0.00    0.00   11107/13361       ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [116]
[110]    0.0    0.00    0.00   13361         ImGui::IsMouseHoveringRect(ImVec2 const&, ImVec2 const&, bool) [110]
                0.00    0.00   11243/13339       ImRect::ClipWith(ImRect const&) [109]
                0.00    0.00   13065/36844       ImRect::ImRect(ImVec2 const&, ImVec2 const&) [291]
                0.00    0.00   12993/15222       ImRect::ContainsWithPad(ImVec2 const&, ImVec2 const&) const [306]
-----------------------------------------------
                0.00    0.00    2525/2525        ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [100]
[111]    0.0    0.00    0.00    2525         ImGui::RenderWindowOuterBorders(ImGuiWindow*) [111]
                0.00    0.00    2014/2014        ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [114]
                0.00    0.00    2089/20865       operator+(ImVec2 const&, ImVec2 const&) [113]
                0.00    0.00    2036/44842       ImGui::GetColorU32(int, float) [286]
-----------------------------------------------
                0.00    0.00     214/19717       ImGui::UpdateHoveredWindowAndCaptureFlags() [180]
                0.00    0.00    2031/19717       ImGui::Begin(char const*, bool*, int) [76]
                0.00    0.00    3961/19717       CalcWindowSizeAfterConstraint(ImGuiWindow*, ImVec2 const&) [156]
                0.00    0.00   13511/19717       ImRect::ClipWith(ImRect const&) [109]
[112]    0.0    0.00    0.00   19717         ImMax(ImVec2 const&, ImVec2 const&) [112]
                0.00    0.00   20394/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00       2/20865       InitOrLoadWindowSettings(ImGuiWindow*, ImGuiWindowSettings*) [193]
                0.00    0.00     958/20865       ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int*, int, unsigned int*, ImRect const&) [130]
                0.00    0.00    2089/20865       ImGui::RenderWindowOuterBorders(ImGuiWindow*) [111]
                0.00    0.00    2626/20865       ImGui::RenderWindowTitleBarContents(ImGuiWindow*, ImRect const&, char const*, bool*) [94]
                0.00    0.00    4022/20865       CalcWindowAutoFitSize(ImGuiWindow*, ImVec2 const&) [123]
                0.00    0.00    4961/20865       ImGui::RenderWindowDecorations(ImGuiWindow*, ImRect const&, bool, bool, int, unsigned int const*, float) [100]
                0.00    0.00    6207/20865       ImGui::Begin(char const*, bool*, int) [76]
[113]    0.0    0.00    0.00   20865         operator+(ImVec2 const&, ImVec2 const&) [113]
                0.00    0.00   20219/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00    2014/2014        ImGui::RenderWindowOuterBorders(ImGuiWindow*) [111]
[114]    0.0    0.00    0.00    2014         ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [114]
                0.00    0.00    2209/2435        ImDrawList::PathStroke(unsigned int, int, float) [133]
                0.00    0.00    2005/2005        ImDrawList::PathRect(ImVec2 const&, ImVec2 const&, float, int) [153]
                0.00    0.00    4080/369764      ImVec2::ImVec2(float, float) [82]
                0.00    0.00    2216/3061        operator-(ImVec2 const&, ImVec2 const&) [159]
                0.00    0.00    2074/18437       operator+(ImVec2 const&, ImVec2 const&) [117]
-----------------------------------------------
                0.00    0.00    2061/20048       ImGui::CollapseButton(unsigned int, ImVec2 const&) [106]
                0.00    0.00    4477/20048       ImGui::Checkbox(char const*, bool*) [103]
                0.00    0.00    5663/20048       ImGui::BeginCombo(char const*, char const*, int) [88]
                0.00    0.00    7847/20048       ImGui::SliderScalar(char const*, int, void*, void const*, void const*, char const*, int) [42]
[115]    0.0    0.00    0.00   20048         operator+(ImVec2 const&, ImVec2 const&) [115]
                0.00    0.00   20171/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00    1416/11266       ImGui::UpdateWindowManualResize(ImGuiWindow*, ImVec2 const&, int*, int*, int, unsigned int*, ImRect const&) [130]
                0.00    0.00    1863/11266       ImGui::BeginCombo(char const*, char const*, int) [88]
                0.00    0.00    2028/11266       ImGui::CollapseButton(unsigned int, ImVec2 const&) [106]
                0.00    0.00    2067/11266       ImGui::Checkbox(char const*, bool*) [103]
                0.00    0.00    3892/11266       ImGui::SliderScalar(char const*, int, void*, void const*, void const*, char const*, int) [42]
[116]    0.0    0.00    0.00   11266         ImGui::ItemAdd(ImRect const&, unsigned int, ImRect const*, int) [116]
                0.00    0.00   11107/13361       ImGui::IsMouseHoveringRect(ImVec2 const&, ImVec2 const&, bool) [110]
                0.00    0.00     258/258         ImGui::NavProcessItem() [179]
                0.00    0.00   11231/11231       ImRect::Overlaps(ImRect const&) const [314]
                0.00    0.00   10974/10974       ImGui::KeepAliveID(unsigned int) [316]
-----------------------------------------------
                0.00    0.00     864/18437       ImDrawList::AddPolyline(ImVec2 const*, int, unsigned int, int, float) [134]
                0.00    0.00    2074/18437       ImDrawList::AddRect(ImVec2 const&, ImVec2 const&, unsigned int, float, int, float) [114]
                0.00    0.00   15499/18437       ImGui::RenderArrow(ImDrawList*, ImVec2, unsigned int, int, float) [99]
[117]    0.0    0.00    0.00   18437         operator+(ImVec2 const&, ImVec2 const&) [117]
                0.00    0.00   18675/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00       1/8261        ImGuiComboPreviewData::ImGuiComboPreviewData() [137]
                0.00    0.00       1/8261        ImGuiNextWindowData::ImGuiNextWindowData() [122]
                0.00    0.00       4/8261        ImGui::NavInitWindow(ImGuiWindow*, bool) [197]
                0.00    0.00       5/8261        ImGuiNavItemData::ImGuiNavItemData() [194]
                0.00    0.00       5/8261        ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00       8/8261        ImGuiWindow::ImGuiWindow(ImGuiContext*, char const*) [91]
                0.00    0.00    8237/8261        ImGuiLastItemData::ImGuiLastItemData() [119]
[118]    0.0    0.00    0.00    8261         ImRect::ImRect() [118]
                0.00    0.00   17142/369764      ImVec2::ImVec2(float, float) [82]
-----------------------------------------------
                0.00    0.00       1/2200        ImGuiContext::ImGuiContext(ImFontAtlas*) [96]
                0.00    0.00    2199/2200        ImGuiWindowStackData::ImGuiWindowStackData() [120]
[119]    0.0    0.00    0.00    2200         ImGuiLastItemData::ImGuiLastItemData() [119]
                0.00    0.00    8237/8261        ImRect::ImRect() [118]
-----------------------------------------------
                0.00    0.00    2268/2268        ImGui::Begin(char const*, bool*, int) [76]
[120]    0.0    0.00    0.00    2268         ImGuiWindowStackData::ImGuiWindowStackData() [120]
                0.00    0.00    2199/2200        ImGuiLastItemData::ImGuiLastItemData() [119]
